Region,country,Site,Date,KPI Category,Frequency,Completion
Middle East & Africa,South Africa,Limbro,2024-04-01 00:00:00,Social,quarter,Filled
Middle East & Africa,South Africa,Limbro,2024-05-01 00:00:00,Environment,month,Filled
Middle East & Africa,South Africa,Limbro,2024-05-01 00:00:00,Health & Safety,month,Filled
Middle East & Africa,South Africa,Limbro,2024-06-01 00:00:00,Environment,month,Filled
Middle East & Africa,South Africa,Limbro,2024-06-01 00:00:00,Health & Safety,month,Filled
Middle East & Africa,South Africa,Limbro,2024-07-01 00:00:00,Environment,month,Filled
Middle East & Africa,South Africa,Limbro,2024-07-01 00:00:00,Environment,quarter,Filled
Middle East & Africa,South Africa,Limbro,2024-07-01 00:00:00,Health & Safety,month,Filled
Middle East & Africa,South Africa,Limbro,2024-07-01 00:00:00,Social,quarter,Filled
Middle East & Africa,South Africa,Limbro,2024-08-01 00:00:00,Environment,month,Filled
Middle East & Africa,South Africa,Limbro,2024-08-01 00:00:00,Health & Safety,month,Filled
Middle East & Africa,South Africa,Limbro,2024-09-01 00:00:00,Environment,month,Filled
Middle East & Africa,South Africa,Limbro,2024-09-01 00:00:00,Health & Safety,month,Filled
Middle East & Africa,South Africa,Limbro,2024-10-01 00:00:00,Environment,month,Not Filled
Middle East & Africa,South Africa,Limbro,2024-10-01 00:00:00,Health & Safety,month,Not Filled
Europe,Poland,Lodz,2023-01-01 00:00:00,Environment,annual,Filled
Europe,Poland,Lodz,2023-01-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-01-01 00:00:00,Environment,quarter,Filled
Europe,Poland,Lodz,2023-01-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-01-01 00:00:00,Social,annual,Not Filled
Europe,Poland,Lodz,2023-01-01 00:00:00,Social,quarter,Filled
Europe,Poland,Lodz,2023-02-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-02-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-03-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-03-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-04-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-04-01 00:00:00,Environment,quarter,Filled
Europe,Poland,Lodz,2023-04-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-04-01 00:00:00,Social,quarter,Filled
Europe,Poland,Lodz,2023-05-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-05-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-06-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-06-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-07-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-07-01 00:00:00,Environment,quarter,Filled
Europe,Poland,Lodz,2023-07-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-07-01 00:00:00,Social,quarter,Filled
Europe,Poland,Lodz,2023-08-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-08-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-09-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-09-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-10-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-10-01 00:00:00,Environment,quarter,Filled
Europe,Poland,Lodz,2023-10-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-10-01 00:00:00,Social,quarter,Filled
Europe,Poland,Lodz,2023-11-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-11-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2023-12-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2023-12-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-01-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-01-01 00:00:00,Environment,quarter,Not Filled
Europe,Poland,Lodz,2024-01-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-01-01 00:00:00,Social,quarter,Not Filled
Europe,Poland,Lodz,2024-02-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-02-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-03-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-03-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-04-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-04-01 00:00:00,Environment,quarter,Not Filled
Europe,Poland,Lodz,2024-04-01 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-04-01 00:00:00,Social,quarter,Not Filled
Europe,Poland,Lodz,2024-05-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-05-02 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-06-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-06-02 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-07-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-07-01 00:00:00,Environment,quarter,Not Filled
Europe,Poland,Lodz,2024-07-01 00:00:00,Social,quarter,Not Filled
Europe,Poland,Lodz,2024-07-02 00:00:00,Health & Safety,month,Filled
Europe,Poland,Lodz,2024-08-01 00:00:00,Environment,month,Filled
Europe,Poland,Lodz,2024-08-02 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-01-01 00:00:00,Environment,annual,Not Filled
NORAM,United States of America,Los Angeles,2023-01-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-01-01 00:00:00,Environment,quarter,Filled
NORAM,United States of America,Los Angeles,2023-01-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-01-01 00:00:00,Social,annual,Not Filled
NORAM,United States of America,Los Angeles,2023-01-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2023-02-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-02-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-03-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-03-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-04-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-04-01 00:00:00,Environment,quarter,Filled
NORAM,United States of America,Los Angeles,2023-04-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-04-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2023-05-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-05-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-06-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-07-01 00:00:00,Environment,quarter,Filled
NORAM,United States of America,Los Angeles,2023-07-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2023-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-08-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-09-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-10-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-10-01 00:00:00,Environment,quarter,Filled
NORAM,United States of America,Los Angeles,2023-10-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-10-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2023-11-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-11-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2023-12-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2023-12-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2024-01-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Los Angeles,2024-01-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Los Angeles,2024-01-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Los Angeles,2024-01-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2024-02-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-02-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-03-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-03-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-04-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-04-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Los Angeles,2024-04-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-04-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2024-05-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-05-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-06-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-06-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-07-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-07-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Los Angeles,2024-07-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Los Angeles,2024-08-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-08-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-09-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-09-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Los Angeles,2024-10-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Los Angeles,2024-10-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Madrid,2023-01-01 00:00:00,Environment,annual,Filled
Europe,Spain,Madrid,2023-01-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-01-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Madrid,2023-01-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-01-01 00:00:00,Social,annual,Filled
Europe,Spain,Madrid,2023-01-01 00:00:00,Social,quarter,Filled
Europe,Spain,Madrid,2023-02-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-02-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-03-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-03-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-04-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-04-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Madrid,2023-04-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-04-01 00:00:00,Social,quarter,Filled
Europe,Spain,Madrid,2023-05-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-05-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-06-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-06-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-07-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-07-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Madrid,2023-07-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-07-01 00:00:00,Social,quarter,Filled
Europe,Spain,Madrid,2023-08-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-08-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-09-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-09-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-10-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-10-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Madrid,2023-10-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-10-01 00:00:00,Social,quarter,Filled
Europe,Spain,Madrid,2023-11-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-11-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2023-12-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2023-12-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2024-01-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2024-01-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Madrid,2024-01-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2024-01-01 00:00:00,Social,quarter,Filled
Europe,Spain,Madrid,2024-02-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2024-02-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2024-03-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2024-03-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2024-04-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2024-04-01 00:00:00,Environment,quarter,Not Filled
Europe,Spain,Madrid,2024-04-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2024-04-01 00:00:00,Social,quarter,Not Filled
Europe,Spain,Madrid,2024-05-01 00:00:00,Environment,month,Filled
Europe,Spain,Madrid,2024-05-01 00:00:00,Health & Safety,month,Filled
Europe,Spain,Madrid,2024-06-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Madrid,2024-06-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Madrid,2024-07-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Madrid,2024-07-01 00:00:00,Environment,quarter,Not Filled
Europe,Spain,Madrid,2024-07-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Madrid,2024-07-01 00:00:00,Social,quarter,Not Filled
Europe,Spain,Madrid,2024-08-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Madrid,2024-08-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Madrid,2024-09-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Madrid,2024-09-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Madrid,2024-10-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Madrid,2024-10-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-01-01 00:00:00,Environment,annual,Not Filled
APAC,Makati,Makati,2023-01-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-01-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2023-01-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-01-01 00:00:00,Social,annual,Not Filled
APAC,Makati,Makati,2023-01-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2023-02-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-02-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-03-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-03-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-04-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-04-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2023-04-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-04-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2023-05-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-05-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-06-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-06-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-07-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-07-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2023-07-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-07-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2023-08-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-08-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-09-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-09-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-10-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-10-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2023-10-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-10-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2023-11-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-11-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2023-12-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2023-12-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-01-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-01-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2024-01-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-01-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2024-02-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-02-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-03-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-03-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-04-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-04-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2024-04-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-04-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2024-05-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-05-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-06-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-06-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-07-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-07-01 00:00:00,Environment,quarter,Not Filled
APAC,Makati,Makati,2024-07-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-07-01 00:00:00,Social,quarter,Not Filled
APAC,Makati,Makati,2024-08-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-08-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-09-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-09-01 00:00:00,Health & Safety,month,Not Filled
APAC,Makati,Makati,2024-10-01 00:00:00,Environment,month,Not Filled
APAC,Makati,Makati,2024-10-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-01-01 00:00:00,Environment,annual,Filled
Europe,Spain,Malaga,2023-01-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-01-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Malaga,2023-01-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-01-01 00:00:00,Social,annual,Filled
Europe,Spain,Malaga,2023-01-01 00:00:00,Social,quarter,Filled
Europe,Spain,Malaga,2023-02-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-02-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-03-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-03-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-04-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-04-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Malaga,2023-04-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-04-01 00:00:00,Social,quarter,Filled
Europe,Spain,Malaga,2023-05-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-05-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-06-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-06-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-07-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-07-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Malaga,2023-07-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-07-01 00:00:00,Social,quarter,Filled
Europe,Spain,Malaga,2023-08-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-08-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-09-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-09-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-10-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-10-01 00:00:00,Environment,quarter,Filled
Europe,Spain,Malaga,2023-10-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-10-01 00:00:00,Social,quarter,Filled
Europe,Spain,Malaga,2023-11-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-11-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2023-12-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2023-12-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-01-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-01-01 00:00:00,Environment,quarter,Not Filled
Europe,Spain,Malaga,2024-01-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-01-01 00:00:00,Social,quarter,Filled
Europe,Spain,Malaga,2024-02-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-02-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-03-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-03-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-04-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-04-01 00:00:00,Environment,quarter,Not Filled
Europe,Spain,Malaga,2024-04-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-04-01 00:00:00,Social,quarter,Not Filled
Europe,Spain,Malaga,2024-05-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-05-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-06-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-06-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-07-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-07-01 00:00:00,Environment,quarter,Not Filled
Europe,Spain,Malaga,2024-07-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-07-01 00:00:00,Social,quarter,Not Filled
Europe,Spain,Malaga,2024-08-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-08-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-09-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-09-01 00:00:00,Health & Safety,month,Not Filled
Europe,Spain,Malaga,2024-10-01 00:00:00,Environment,month,Not Filled
Europe,Spain,Malaga,2024-10-01 00:00:00,Health & Safety,month,Not Filled
APAC,Philippines,Manila,2023-01-01 00:00:00,Environment,annual,Filled
APAC,Philippines,Manila,2023-01-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-01-01 00:00:00,Environment,quarter,Filled
APAC,Philippines,Manila,2023-01-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-01-01 00:00:00,Social,annual,Not Filled
APAC,Philippines,Manila,2023-01-01 00:00:00,Social,quarter,Filled
APAC,Philippines,Manila,2023-02-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-02-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-03-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-03-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-04-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-04-01 00:00:00,Environment,quarter,Filled
APAC,Philippines,Manila,2023-04-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-04-01 00:00:00,Social,quarter,Filled
APAC,Philippines,Manila,2023-05-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-05-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-06-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-06-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-07-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-07-01 00:00:00,Environment,quarter,Filled
APAC,Philippines,Manila,2023-07-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-07-01 00:00:00,Social,quarter,Filled
APAC,Philippines,Manila,2023-08-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-08-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-09-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-09-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-10-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-10-01 00:00:00,Environment,quarter,Filled
APAC,Philippines,Manila,2023-10-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-10-01 00:00:00,Social,quarter,Filled
APAC,Philippines,Manila,2023-11-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-11-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2023-12-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2023-12-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2024-01-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2024-01-01 00:00:00,Environment,quarter,Filled
APAC,Philippines,Manila,2024-01-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2024-01-01 00:00:00,Social,quarter,Filled
APAC,Philippines,Manila,2024-02-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2024-02-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2024-03-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2024-03-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2024-04-01 00:00:00,Environment,month,Filled
APAC,Philippines,Manila,2024-04-01 00:00:00,Environment,quarter,Filled
APAC,Philippines,Manila,2024-04-01 00:00:00,Health & Safety,month,Filled
APAC,Philippines,Manila,2024-04-01 00:00:00,Social,quarter,Filled
